DEBUG   2019-01-14 15:05:27,993 [main] org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, hibernate.hikari.maximumPoolSize=10, sun.boot.class.path=C:\Program Files\Java\jdk1.8.0_191\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_191\jre\lib\rt.jar;C:\Program Files\Java\jdk1.8.0_191\jre\lib\sunrsasign.jar;C:\Program Files\Java\jdk1.8.0_191\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_191\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_191\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_191\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_191\jre\classes, hibernate.hbm2ddl.auto=validate, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=1.8.0_191-b12, user.name=admin, path.separator=;, os.version=10.0, hibernate.hikari.dataSource.password=openeyes, java.endorsed.dirs=C:\Program Files\Java\jdk1.8.0_191\jre\lib\endorsed, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.hikari.minimumIdle=10, file.encoding=UTF-8, format_sql=true, hibernate.hikari.idleTimeout=300000, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=true, show_sql=true, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, java.io.tmpdir=C:\Users\admin\AppData\Local\Temp\, java.version=1.8.0_191, hibernate.hikari.dataSource.user=openeyes, user.dir=C:\Users\admin\Documents\NetBeansProjects\DicomProcessor, os.arch=amd64, use_sql_comments=true, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.awt.windows.WPrinterJob, sun.os.patch.level=, hibernate.hikari.dataSourceClassName=com.mysql.cj.jdbc.MysqlDataSource, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@302a07d, java.library.path=C:\Program Files\Java\jdk1.8.0_191\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files (x86)\Google\Chrome\Application;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;D:\Program Files\Git\cmd;D:\Program Files (x86)\bin;C:\WINDOWS\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\nodejs\;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files\Ruby24-x64\bin;C:\Users\admin\AppData\Local\Microsoft\WindowsApps;C:\Users\admin\AppData\Roaming\npm;., java.vendor=Oracle Corporation, java.vm.info=mixed mode, java.vm.version=25.191-b12, hibernate.hikari.dataSource.url=jdbc:mysql://openeyes.vm/openeyes, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, java.ext.dirs=C:\Program Files\Java\jdk1.8.0_191\jre\lib\ext;C:\WINDOWS\Sun\Java\lib\ext, java.class.version=52.0}
DEBUG   2019-01-14 15:33:51,555 [main] org.hibernate.secure.spi.JaccIntegrator  - Skipping JACC integration as it was not enabled
DEBUG   2019-01-14 15:33:51,557 [main] org.hibernate.internal.SessionFactoryImpl  - Instantiated session factory
DEBUG   2019-01-14 15:33:51,557 [main] org.hibernate.type.spi.TypeConfiguration$Scope  - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@2ca26d77] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@2e554a3b]
DEBUG   2019-01-14 15:33:51,615 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.Request] is safe
DEBUG   2019-01-14 15:33:51,615 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.Request
DEBUG   2019-01-14 15:33:51,637 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.Request] is safe
DEBUG   2019-01-14 15:33:51,637 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.Request
DEBUG   2019-01-14 15:33:51,894 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.AttachmentData] is safe
DEBUG   2019-01-14 15:33:51,894 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.AttachmentData
DEBUG   2019-01-14 15:33:51,918 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.AttachmentData] is safe
DEBUG   2019-01-14 15:33:51,919 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.AttachmentData
DEBUG   2019-01-14 15:33:51,972 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestRoutineExecution] is safe
DEBUG   2019-01-14 15:33:51,973 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestRoutineExecution
DEBUG   2019-01-14 15:33:51,973 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:51,973 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:51,973 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestRoutineExecution] is safe
DEBUG   2019-01-14 15:33:51,973 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestRoutineExecution
DEBUG   2019-01-14 15:33:51,988 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:51,988 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:51,989 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestQueue] is safe
DEBUG   2019-01-14 15:33:51,989 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestQueue
DEBUG   2019-01-14 15:33:52,005 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestQueue] is safe
DEBUG   2019-01-14 15:33:52,005 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestQueue
DEBUG   2019-01-14 15:33:52,022 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestQueueLock] is safe
DEBUG   2019-01-14 15:33:52,023 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestQueueLock
DEBUG   2019-01-14 15:33:52,023 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestQueueLock] is safe
DEBUG   2019-01-14 15:33:52,023 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestQueueLock
DEBUG   2019-01-14 15:33:52,032 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestRoutine] is safe
DEBUG   2019-01-14 15:33:52,032 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestRoutine
DEBUG   2019-01-14 15:33:52,081 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:52,081 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:52,081 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RequestRoutine] is safe
DEBUG   2019-01-14 15:33:52,081 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RequestRoutine
DEBUG   2019-01-14 15:33:52,115 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:52,116 [main] org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.abehrdigital.dicomprocessor.utils.Status
DEBUG   2019-01-14 15:33:52,117 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RoutineLibrary] is safe
DEBUG   2019-01-14 15:33:52,117 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RoutineLibrary
DEBUG   2019-01-14 15:33:52,117 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.abehrdigital.dicomprocessor.models.RoutineLibrary] is safe
DEBUG   2019-01-14 15:33:52,117 [main] org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.abehrdigital.dicomprocessor.models.RoutineLibrary
DEBUG   2019-01-14 15:33:52,144 [main] org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.abehrdigital.dicomprocessor.Request
DEBUG   2019-01-14 15:33:52,145 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: /* get version com.abehrdigital.dicomprocessor.Request */ select id from request where id =?
DEBUG   2019-01-14 15:33:52,145 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: /* get current state com.abehrdigital.dicomprocessor.Request */ select request_.id, request_.request_type as request_2_1_, request_.system_message as system_m3_1_ from request request_ where request_.id=?
DEBUG   2019-01-14 15:33:52,145 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: /* insert com.abehrdigital.dicomprocessor.Request */ insert into request (request_type, system_message, id) values (?, ?, ?)
DEBUG   2019-01-14 15:33:52,145 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: /* update com.abehrdigital.dicomprocessor.Request */ update request set request_type=?, system_message=? where id=?
DEBUG   2019-01-14 15:33:52,145 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: /* delete com.abehrdigital.dicomprocessor.Request */ delete from request where id=?
DEBUG   2019-01-14 15:33:52,145 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Identity insert: /* insert com.abehrdigital.dicomprocessor.Request */ insert into request (request_type, system_message) values (?, ?)
DEBUG   2019-01-14 15:33:52,190 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2c282004]
DEBUG   2019-01-14 15:33:52,195 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestType
DEBUG   2019-01-14 15:33:52,196 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : systemMessage
DEBUG   2019-01-14 15:33:52,196 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:33:52,216 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:33:52,221 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.Request)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.Request, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.Request)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.Request)
          - SQL table alias mapping - request0_
          - alias suffix - 0_
          - suffixed key columns - {id1_1_0_}

DEBUG   2019-01-14 15:33:52,224 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.Request [NONE]: select request0_.id as id1_1_0_, request0_.request_type as request_2_1_0_, request0_.system_message as system_m3_1_0_ from request request0_ where request0_.id=?
DEBUG   2019-01-14 15:33:52,224 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@d71adc2]
DEBUG   2019-01-14 15:33:52,224 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestType
DEBUG   2019-01-14 15:33:52,224 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : systemMessage
DEBUG   2019-01-14 15:33:52,224 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:33:52,225 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:33:52,225 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.Request)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.Request, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.Request)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.Request)
          - SQL table alias mapping - request0_
          - alias suffix - 0_
          - suffixed key columns - {id1_1_0_}

DEBUG   2019-01-14 15:33:52,225 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.Request [READ]: select request0_.id as id1_1_0_, request0_.request_type as request_2_1_0_, request0_.system_message as system_m3_1_0_ from request request0_ where request0_.id=?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.abehrdigital.dicomprocessor.Request: /* load com.abehrdigital.dicomprocessor.Request */ select request0_.id as id1_1_0_, request0_.request_type as request_2_1_0_, request0_.system_message as system_m3_1_0_ from request request0_ where request0_.id=?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.abehrdigital.dicomprocessor.Request: /* load com.abehrdigital.dicomprocessor.Request */ select request0_.id as id1_1_0_, request0_.request_type as request_2_1_0_, request0_.system_message as system_m3_1_0_ from request request0_ where request0_.id=?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.abehrdigital.dicomprocessor.models.AttachmentData
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: /* get version com.abehrdigital.dicomprocessor.models.AttachmentData */ select id from attachment_data where id =?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: /* get current state com.abehrdigital.dicomprocessor.models.AttachmentData */ select attachment_.id, attachment_.attachment_mnemonic as attachme2_0_, attachment_.attachment_type as attachme3_0_, attachment_.blob_data as blob_dat4_0_, attachment_.body_site_snomed_type as body_sit5_0_, attachment_.json_data as json_dat6_0_, attachment_.mime_type as mime_typ7_0_, attachment_.request_id as request_8_0_, attachment_.system_only_managed as system_o9_0_ from attachment_data attachment_ where attachment_.id=?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: /* insert com.abehrdigital.dicomprocessor.models.AttachmentData */ insert into attachment_data (attachment_mnemonic, attachment_type, blob_data, body_site_snomed_type, json_data, mime_type, request_id, system_only_managed, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: /* update com.abehrdigital.dicomprocessor.models.AttachmentData */ update attachment_data set attachment_mnemonic=?, attachment_type=?, blob_data=?, body_site_snomed_type=?, json_data=?, mime_type=?, request_id=?, system_only_managed=? where id=?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: /* delete com.abehrdigital.dicomprocessor.models.AttachmentData */ delete from attachment_data where id=?
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Identity insert: /* insert com.abehrdigital.dicomprocessor.models.AttachmentData */ insert into attachment_data (attachment_mnemonic, attachment_type, blob_data, body_site_snomed_type, json_data, mime_type, request_id, system_only_managed) values (?, ?, ?, ?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:33:52,245 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5a6d5a8f]
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentMnemonic
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentType
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : blobData
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : bodySiteSnomedType
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : jsonData
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : mimeType
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestId
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : systemOnlyManaged
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.AttachmentData, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
          - SQL table alias mapping - attachment0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.AttachmentData [NONE]: select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@315ba14a]
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentMnemonic
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentType
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : blobData
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : bodySiteSnomedType
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : jsonData
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : mimeType
DEBUG   2019-01-14 15:33:52,246 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestId
DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : systemOnlyManaged
DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.AttachmentData, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
          - SQL table alias mapping - attachment0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.AttachmentData [READ]: select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.abehrdigital.dicomprocessor.models.AttachmentData: /* load com.abehrdigital.dicomprocessor.models.AttachmentData */ select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:33:52,247 [main] org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.abehrdigital.dicomprocessor.models.AttachmentData: /* load com.abehrdigital.dicomprocessor.models.AttachmentData */ select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.abehrdigital.dicomprocessor.models.RequestRoutineExecution
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: /* get version com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ select id from request_routine_execution where id =?
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: /* get current state com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ select requestrou_.id, requestrou_.execution_date_time as executio2_5_, requestrou_.log_text as log_text3_5_, requestrou_.request_routine_id as request_4_5_, requestrou_.status as status5_5_, requestrou_.try_number as try_numb6_5_ from request_routine_execution requestrou_ where requestrou_.id=?
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: /* insert com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ insert into request_routine_execution (execution_date_time, log_text, request_routine_id, status, try_number, id) values (?, ?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: /* update com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ update request_routine_execution set execution_date_time=?, log_text=?, request_routine_id=?, status=?, try_number=? where id=?
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: /* delete com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ delete from request_routine_execution where id=?
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Identity insert: /* insert com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ insert into request_routine_execution (execution_date_time, log_text, request_routine_id, status, try_number) values (?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:33:52,248 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@27f0ad19]
